node_id,index,x,y,max_min_distance
29,29,700549.4281640189,5710948.0100562265,373.7245517045846
38,38,702373.1622338974,5710764.026159095,373.7245517045846
40,40,702666.8838768296,5711486.317149556,373.7245517045846
51,51,702145.5448854486,5711347.23944532,373.7245517045846
53,53,701408.4165725216,5711378.010563248,373.7245517045846
56,56,701607.6862673837,5711741.675057026,373.7245517045846
77,77,700893.8517858395,5711102.503158504,373.7245517045846
84,84,701892.8227744142,5710887.494731363,373.7245517045846
106,106,702882.7945463343,5710888.476022842,373.7245517045846
122,122,701295.6876605452,5710845.598844805,373.7245517045846
