node_id,index,x,y,max_min_distance
49,49,484480.46860047465,3620359.7715800535,486.0657100884471
72,72,484395.5365819496,3619546.2692697872,486.0657100884471
92,92,485993.7732224477,3618966.985367367,486.0657100884471
109,109,485904.4742633136,3619785.9004725865,486.0657100884471
155,155,484894.4282063387,3621172.448041491,486.0657100884471
203,203,484083.66326923313,3621077.125870676,486.0657100884471
250,250,485158.4868516948,3620362.493345492,486.0657100884471
290,290,485078.6278586912,3618964.725626159,486.0657100884471
359,359,485246.8861968861,3619550.832890199,486.0657100884471
383,383,483922.9381938934,3619897.093962098,486.0657100884471
