node_id,index,x,y,max_min_distance
19,19,631728.3943888149,4835420.895941843,700.5542268919635
116,116,629245.945247043,4833332.029788124,700.5542268919635
127,127,629713.5550973788,4835908.575119159,700.5542268919635
218,218,628822.747135999,4834460.545837185,700.5542268919635
236,236,630889.0156361473,4836277.457660122,700.5542268919635
249,249,628692.8902022733,4835650.4184948085,700.5542268919635
270,270,630556.6188777182,4834977.524273383,700.5542268919635
280,280,630322.3194840987,4833867.747979906,700.5542268919635
354,354,629558.4571111507,4834560.910927067,700.5542268919635
536,536,631578.0586922992,4834153.755541979,700.5542268919635
