node_id,index,x,y,max_min_distance
168,168,595586.3380245123,5632178.0624930365,565.6561092487356
262,262,594630.7746570356,5634504.518188339,565.6561092487356
280,280,596092.3286232549,5633902.772961938,565.6561092487356
308,308,594862.3751763086,5633424.924948424,565.6561092487356
392,392,595407.4980325571,5634399.506077672,565.6561092487356
481,481,595006.0608366306,5632386.942772787,565.6561092487356
539,539,594349.6191043522,5632607.29554306,565.6561092487356
592,592,593469.6350241365,5632955.4478456825,565.6561092487356
616,616,593979.9712953295,5633619.782619647,565.6561092487356
687,687,595743.0775328582,5633201.741566527,565.6561092487356
