node_id,index,x,y,max_min_distance
2,2,350201.16147933505,2769067.5476318053,455.6518495486313
96,96,348314.3632640126,2767851.6528068134,455.6518495486313
121,121,348237.84293168166,2769700.8654891206,455.6518495486313
148,148,349499.10306958266,2769562.472210612,455.6518495486313
163,163,348161.6409177416,2768481.4877380207,455.6518495486313
183,183,348850.7351138567,2769070.8483175016,455.6518495486313
215,215,347989.7566059055,2768958.674315076,455.6518495486313
263,263,349025.2773014956,2769828.680168192,455.6518495486313
343,343,348891.6646398285,2768268.4425846958,455.6518495486313
361,361,349593.8545275489,2768728.55148942,455.6518495486313
