node_id,index,x,y,max_min_distance
49,49,572732.6467825954,4402469.56347163,611.0773669612784
56,56,570981.6265619767,4403480.542133846,611.0773669612784
89,89,572135.059994721,4403524.960472574,611.0773669612784
107,107,569977.2972125465,4403454.306354093,611.0773669612784
182,182,572141.3200878141,4401474.923031403,611.0773669612784
221,221,573087.2107158839,4401600.167074895,611.0773669612784
270,270,571651.2722282571,4402569.051827741,611.0773669612784
395,395,571322.9123703077,4401562.374642786,611.0773669612784
427,427,573203.1431186841,4403492.059624362,611.0773669612784
504,504,570451.0619582114,4402750.536706413,611.0773669612784
