node_id,index,x,y,max_min_distance
43,43,630154.9165248863,4269999.264125836,731.7292494173281
330,330,630945.0497309086,4270013.838492628,731.7292494173281
350,350,632998.1761832202,4271519.749699936,731.7292494173281
357,357,632800.8268219663,4270503.88507563,731.7292494173281
370,370,632600.058299852,4269481.5676782895,731.7292494173281
487,487,632130.0156151492,4272208.818672041,731.7292494173281
569,569,631782.8564039642,4269745.278022118,731.7292494173281
584,584,631711.7412792236,4271124.202589235,731.7292494173281
616,616,630445.9085470152,4271262.252752621,731.7292494173281
690,690,630856.1254570342,4272238.848438792,731.7292494173281
