node_id,index,x,y,max_min_distance
13,13,586496.7696375091,4477600.518779122,579.7214927909549
90,90,586225.7316368431,4478389.106545711,579.7214927909549
201,201,587464.9322448464,4476970.108465916,579.7214927909549
207,207,585440.2822651882,4476753.618626482,579.7214927909549
356,356,586445.6392321069,4476988.56152981,579.7214927909549
390,390,587093.3809973907,4479190.776617361,579.7214927909549
415,415,587865.4469298824,4478627.872060071,579.7214927909549
441,441,585416.3371667985,4477595.500995928,579.7214927909549
450,450,587213.8654483405,4477854.670522382,579.7214927909549
493,493,584437.5808989961,4477130.570670581,579.7214927909549
