node_id,index,x,y,max_min_distance
7,7,553471.8183012552,4180523.418285755,720.8853143447683
58,58,552236.5259716576,4180353.256477493,720.8853143447683
197,197,550378.8164501789,4181145.3221869688,720.8853143447683
241,241,552442.3627129524,4181513.643228101,720.8853143447683
398,398,551925.2237434934,4182570.5530557246,720.8853143447683
417,417,550623.4986567292,4182353.7973648417,720.8853143447683
481,481,553188.1519443094,4182669.933145895,720.8853143447683
519,519,551395.461119964,4181302.3366343696,720.8853143447683
532,532,550886.8487221458,4180247.880637634,720.8853143447683
621,621,553736.6759703046,4181719.7628208552,720.8853143447683
