node_id,index,x,y,max_min_distance
7,7,383288.9617561497,6674778.0917549,900.8311930174674
112,112,386992.1819343168,6671694.502749683,900.8311930174674
144,144,384801.3311149869,6672207.866500451,900.8311930174674
205,205,386138.31672224944,6670954.788492345,900.8311930174674
276,276,385571.3514192878,6675056.000199902,900.8311930174674
326,326,386403.1780180027,6673991.020457211,900.8311930174674
445,445,384411.4142853731,6671438.028950271,900.8311930174674
532,532,386120.69079096674,6672347.035520948,900.8311930174674
805,805,384720.3249864,6673892.852732868,900.8311930174674
868,868,384654.587253798,6670536.848494178,900.8311930174674
