node_id,index,x,y,max_min_distance
32,32,584195.2268897886,4510888.471803867,771.2786354521816
216,216,585413.4491795391,4511400.09098174,771.2786354521816
304,304,584204.6736675214,4509647.463371909,771.2786354521816
382,382,586294.6661733236,4512385.955997891,771.2786354521816
436,436,585248.2698873823,4509079.866532387,771.2786354521816
516,516,585372.8078916365,4513063.921910678,771.2786354521816
615,615,585544.9289540942,4510160.837809283,771.2786354521816
628,628,587032.4925705701,4511988.400743431,771.2786354521816
777,777,586193.6142295854,4510890.873762936,771.2786354521816
801,801,584562.9149311099,4512139.953591105,771.2786354521816
