node_id,index,x,y,max_min_distance
13,13,384848.8649096459,3768957.4899272495,688.0986156105407
63,63,383060.4685698471,3767527.045312568,688.0986156105407
66,66,384969.2252027472,3766109.7100145617,688.0986156105407
80,80,386042.1258598204,3767080.567145033,688.0986156105407
117,117,386055.3425771945,3768427.067310217,688.0986156105407
150,150,383915.0862202539,3768190.566176244,688.0986156105407
176,176,384971.1428251328,3767605.7283091783,688.0986156105407
231,231,386105.90797973296,3765940.09994318,688.0986156105407
314,314,384436.9506172861,3767158.2578919656,688.0986156105407
408,408,383638.7201877206,3766468.7076649545,688.0986156105407
