node_id,index,x,y,max_min_distance
5,5,670130.4290126228,2943143.821952643,720.9614120134173
15,15,669205.5753429878,2940745.0455390727,720.9614120134173
87,87,670675.1784453089,2942069.064688023,720.9614120134173
130,130,669337.3956210349,2942130.24328269,720.9614120134173
137,137,670445.0589280089,2940902.7278638044,720.9614120134173
153,153,671425.6731934312,2940533.4726098427,720.9614120134173
156,156,669246.8644337098,2941660.2496701395,720.9614120134173
196,196,670360.2761038855,2939575.182753108,720.9614120134173
220,220,671878.975632501,2939587.666504922,720.9614120134173
240,240,669275.657149605,2939760.729050185,720.9614120134173
