node_id,index,x,y,max_min_distance
4,4,440123.07028321264,4474216.290269364,627.1363809797924
23,23,440741.2574491436,4472858.554912538,627.1363809797924
26,26,439240.0775589689,4472938.067938171,627.1363809797924
115,115,440204.0479239326,4475325.689204524,627.1363809797924
144,144,441057.3388918174,4475032.293240999,627.1363809797924
322,322,439439.0088783208,4473708.866521998,627.1363809797924
342,342,440977.9409292845,4473902.600974548,627.1363809797924
364,364,440059.2043928144,4472806.199430106,627.1363809797924
430,430,439315.34798981866,4475214.809790772,627.1363809797924
441,441,440618.0597271005,4472138.873143538,627.1363809797924
