node_id,index,x,y,max_min_distance
69,69,328001.5984110669,3324889.9656348503,543.7123148897977
113,113,327793.9585328654,3325733.3914186363,543.7123148897977
235,235,326547.3077594096,3324417.411087887,543.7123148897977
339,339,326818.9629429714,3325841.9305347744,543.7123148897977
354,354,326024.204287843,3325064.4351063143,543.7123148897977
412,412,327302.2138756087,3324743.828109056,543.7123148897977
468,468,326170.17357783706,3325911.130217677,543.7123148897977
583,583,327634.18066981086,3326601.5963647743,543.7123148897977
678,678,326013.16947287053,3326568.658918587,543.7123148897977
787,787,326888.3951520232,3326860.919311293,543.7123148897977
