node_id,index,x,y,max_min_distance
82,82,742269.5789611817,3738865.7756290953,826.2339835159108
194,194,741187.1750366568,3737678.079511431,826.2339835159108
238,238,740189.2232382509,3740744.072323056,826.2339835159108
257,257,739890.4545706837,3738570.294608115,826.2339835159108
305,305,739615.7639851995,3739670.824316684,826.2339835159108
419,419,742615.4265088857,3740251.9849647298,826.2339835159108
471,471,741151.015762385,3739329.708855189,826.2339835159108
601,601,741651.7014131219,3740477.1331841215,826.2339835159108
645,645,742296.6222883562,3737580.291920014,826.2339835159108
656,656,739725.1107416056,3737550.1627619695,826.2339835159108
