node_id,index,x,y,max_min_distance
38,38,555353.8340965338,4518619.3475269005,667.5196961297428
44,44,553954.5627133767,4516179.389724392,667.5196961297428
66,66,555172.0001268635,4516011.725547593,667.5196961297428
88,88,556229.6939346753,4517770.966123895,667.5196961297428
99,99,555072.2848464077,4517398.454334423,667.5196961297428
120,120,556171.1463058899,4516690.978651053,667.5196961297428
148,148,554707.3506688507,4516760.4414858,667.5196961297428
149,149,554267.225578002,4518089.108056324,667.5196961297428
170,170,552911.9666324981,4517959.596523057,667.5196961297428
178,178,553422.079201187,4517110.527279851,667.5196961297428
