0.0,1.0,141.3119285738,5250.0,0.0017665758,22.22,0.15,4
0.0,2.0,211.45339975,5250.0,0.0026434318,22.22,0.15,4
0.0,3.0,129.5529218147,5250.0,0.0016195735,22.22,0.15,4
0.0,25.0,170.3163750328,5250.0,0.0021291676,22.22,0.15,4
1.0,25.0,223.6234738921,5250.0,0.002795573,22.22,0.15,4
1.0,84.0,61.7496589699,5250.0,0.0007719479,22.22,0.15,4
1.0,85.0,202.8744854743,5250.0,0.0025361847,22.22,0.15,4
2.0,401.0,59.9963898963,5250.0,0.0007500299,22.22,0.15,4
2.0,403.0,171.8181607321,5250.0,0.0021479418,22.22,0.15,4
3.0,484.0,165.1200853462,5250.0,0.0020642075,22.22,0.15,4
3.0,406.0,86.8429257804,5250.0,0.0010856451,22.22,0.15,4
4.0,5.0,238.6907880916,5250.0,0.0029839332,22.22,0.15,4
5.0,341.0,278.8864866227,5250.0,0.0034864297,22.22,0.15,4
5.0,341.0,207.067530944,5250.0,0.002588603,22.22,0.15,4
5.0,341.0,224.9363030944,5250.0,0.002811985,22.22,0.15,4
5.0,60.0,230.1158992928,5250.0,0.0028767364,22.22,0.15,4
5.0,328.0,213.897136975,5250.0,0.0026739816,22.22,0.15,4
5.0,496.0,178.6747470797,5250.0,0.0022336577,22.22,0.15,4
5.0,204.0,227.496608723,5250.0,0.002843992,22.22,0.15,4
5.0,216.0,157.6393576975,5250.0,0.001970689,22.22,0.15,4
6.0,7.0,67.4627835992,5250.0,0.0008433691,22.22,0.15,4
6.0,8.0,79.8275837288,5250.0,0.0009979446,22.22,0.15,4
6.0,9.0,135.7460547013,5250.0,0.0016969954,22.22,0.15,4
7.0,79.0,63.4649499336,5250.0,0.0007933912,22.22,0.15,4
7.0,11.0,257.2507946173,5250.0,0.0032159565,22.22,0.15,4
7.0,135.0,153.8922142363,5250.0,0.0019238451,22.22,0.15,4
8.0,10.0,73.3590193883,5250.0,0.0009170795,22.22,0.15,4
8.0,402.0,132.801402243,5250.0,0.0016601835,22.22,0.15,4
9.0,43.0,148.0017400599,10500.0,0.0018502068,22.22,0.15,4
9.0,402.0,85.8676991931,5250.0,0.0010734536,22.22,0.15,4
9.0,368.0,79.4966434611,5250.0,0.0009938074,22.22,0.15,4
10.0,11.0,201.486050726,5250.0,0.0025188275,22.22,0.15,4
10.0,12.0,132.37168689,5250.0,0.0016548116,22.22,0.15,4
10.0,13.0,180.7186498542,5250.0,0.002259209,22.22,0.15,4
11.0,268.0,177.8011883599,5250.0,0.0022227371,22.22,0.15,4
11.0,266.0,139.8313007508,5250.0,0.0017480661,22.22,0.15,4
11.0,13.0,243.7168376901,5250.0,0.0030467651,22.22,0.15,4
11.0,326.0,230.1262158198,5250.0,0.0028768654,22.22,0.15,4
12.0,402.0,86.4400327032,10500.0,0.0010806085,22.22,0.15,4
12.0,398.0,79.1035140598,5250.0,0.0009888928,22.22,0.15,4
12.0,210.0,86.05672551,5250.0,0.0010758167,22.22,0.15,4
12.0,211.0,190.8890107165,10500.0,0.0023863513,22.22,0.15,4
13.0,326.0,155.7521562899,5250.0,0.0019470967,22.22,0.15,4
13.0,211.0,134.6733091472,5250.0,0.0016835847,22.22,0.15,4
14.0,15.0,142.1072454071,2800.0,0.0023679805,16.67,0.15,4
14.0,16.0,235.6098586024,2800.0,0.0039260458,16.67,0.15,4
14.0,16.0,182.7943086188,5250.0,0.0022851574,22.22,0.15,4
14.0,20.0,99.7987028966,5250.0,0.0012476085,22.22,0.15,4
